comp,y
Sr6Zn2Ta2Fe6O24,-2.405
Sr6Zn2Ti2Fe6O24,-2.209
Sr6Zn2Zr2Fe6O24,-2.129
Sr6Zn2Mn8O24,-1.83
Sr6Zn2Hf2Mn6O24,-1.845
Sr6Zn2Mn6Nb2O24,-2.634
Sr6Zn2Ta2Mn6O24,-2.692
Sr6Zn2Ti2Mn6O24,-1.935
Sr6Zn2Zr2Mn6O24,-1.839
Sr6Zn2Ni8O24,-1.198
Sr6Zn2Hf2Ni6O24,-1.269
Sr6Zn2Nb2Ni6O24,-1.635
Sr6Zn2Ta2Ni6O24,-1.657
Sr6Zn2Ti2Ni6O24,-1.323
Sr6Zn2Zr2Ni6O24,-1.293
Sr4La1Zn3Co8O24,-2.122
Sr4La1Zn3Fe8O24,-2.398
Sr4La1Zn3Mn8O24,-2.429
Sr4La1Zn3Ni8O24,-1.529
Y7Zn1Co8O24,-2.56
Y7Zn1Fe8O24,-3.133
Y7Zn1Mn8O24,-3.523
Y7Zn1Ni8O24,-2.186
Y6Zn2Co8O24,-2.445
Y6Zn2Hf2Co6O24,-2.715
Y6Zn2Nb2Co6O24,-3.057
Y6Zn2Ta2Co6O24,-3.033
Y6Zn2Ti2Co6O24,-2.743
Y6Zn2Zr2Co6O24,-2.609
Y6Zn2Fe8O24,-2.969
Y6Zn2Hf2Fe6O24,-3.075
Y6Zn2Nb2Fe6O24,-3.284
Y6Zn2Ta2Fe6O24,-3.542
Y6Zn2Ti2Fe6O24,-2.974
Y6Zn2Zr2Fe6O24,-2.908
Y6Zn2Mn8O24,-3.33
Y6Zn2Hf2Mn6O24,-3.512
Y6Zn2Mn6Nb2O24,-3.632
Y6Zn2Ta2Mn6O24,-3.657
Y6Zn2Ti2Mn6O24,-3.462
Y6Zn2Zr2Mn6O24,-3.508
Y6Zn2Ni8O24,-1.913
Y6Zn2Hf2Ni6O24,-2.31
Y6Zn2Nb2Ni6O24,-2.449
Y6Zn2Ta2Ni6O24,-2.453
Y6Zn2Ti2Ni6O24,-2.379
Y6Zn2Zr2Ni6O24,-2.326
La1Y4Zn3Co8O24,-2.503
La1Y4Zn3Fe8O24,-2.929
La1Y4Zn3Mn8O24,-3.27
La1Y4Zn3Ni8O24,-2.052
Ba8Hf4Fe4O24,-2.282
Ba8Hf6Fe2O24,-1.729
Ba8Hf7Fe1O24,-1.589
Ba8Zr4Fe4O24,-2.469
Ba8Zr7Fe1O24,-1.638
Ca8Fe8O24,-2.637
Ba7Ca1Fe8O24,-1.872
Ba6Ca2Fe8O24,-2
Ba4Ca4Fe8O24,-2.242
Ba2Ca6Fe8O24,-2.479
Ba7Ce1Fe8O24,-2.186
Ba6Ce2Fe8O24,-2.578
Dy8Fe8O24,-4.189
Ba7Dy1Fe8O24,-2.003
Ba6Dy2Fe8O24,-2.282
Ba4Dy4Fe8O24,-2.817
Ba2Dy6Fe8O24,-3.482
Gd8Fe8O24,-4.163
Ba7Gd1Fe8O24,-2.065
Ba6Gd2Fe8O24,-2.319
Ba4Gd4Fe8O24,-2.65
Ba2Gd6Fe8O24,-3.293
Ho8Fe8O24,-4.214
Ba7Ho1Fe8O24,-2.014
Ba6Ho2Fe8O24,-2.283
Ba4Ho4Fe8O24,-2.815
Ba2Ho6Fe8O24,-3.543
Ba7La1Fe8O24,-2.084
Ba7La1Fe7Co1O24,-2.008
Ba7La1Fe6Co2O24,-1.972
Ba7La1Fe4Co4O24,-2.079
Ba6La2Fe8O24,-2.341
Ba6La2Fe7Co1O24,-2.337
Ba6La2Fe4Co4O24,-2.182
Ba4La4Fe6Co2O24,-2.877
Mg8Fe8O24,-2.282
Ba7Mg1Fe8O24,-1.859
Ba6Mg2Fe8O24,-1.927
Ba4Mg4Fe8O24,-2.086
Ba2Mg6Fe8O24,-2.214
Nd8Fe8O24,-3.758
Ba7Nd1Fe8O24,-1.984
Ba6Nd2Fe8O24,-2.171
Ba4Nd4Fe8O24,-2.674
Ba2Nd6Fe8O24,-3.17
Ba7Pr1Fe8O24,-1.969
Ba6Pr2Fe8O24,-2.141
Sm8Fe8O24,-3.981
Ba7Sm1Fe8O24,-2.005
Ba6Sm2Fe8O24,-2.217
Ba4Sm4Fe8O24,-2.752
Ba2Sm6Fe8O24,-3.271
Sr8Fe8O24,-2.245
Ba7Sr1Fe8O24,-1.806
Ba7Sr1Mn1Fe7O24,-1.744
Ba7Sr1Mn2Fe6O24,-1.752
Ba6Sr2Fe8O24,-1.872
Ba4Sr4Fe8O24,-1.981
Ba2Sr6Fe8O24,-2.109
Ba8Al8O24,-1.503
Ba8Al6Fe2O24,-1.111
Ba8Cu8O24,-1.158
Ba8Fe7Cu1O24,-1.504
Ba8Fe6Cu2O24,-1.288
Ba8Fe4Cu4O24,-1.053
Ba8Fe2Cu6O24,-0.925
Ba8Ga8O24,-1.181
Ba8Ga6Fe2O24,-0.864
Ba8Hf8O24,-1.517
Ba8Hf1Fe7O24,-1.763
Ba8Hf2Fe6O24,-2.079
Ba8Ir8O24,-2.789
Ba8Fe7Ir1O24,-1.839
Ba8Fe6Ir2O24,-2.101
Ba8Fe4Ir4O24,-2.095
Ba8Fe7Mo1O24,-1.955
Ba8Fe6Mo2O24,-2.325
Ba8Fe4Mo4O24,-3.077
Ba8Nb1Fe7O24,-1.864
Ba8Nb2Fe6O24,-2.055
Ba8Os8O24,-3.533
Ba8Fe7Os1O24,-2.001
Ba8Fe6Os2O24,-2.332
Ba8Fe4Os4O24,-2.719
Ba8Pd8O24,-1.694
Ba8Fe7Pd1O24,-1.651
Ba8Fe6Pd2O24,-1.62
Ba8Fe4Pd4O24,-1.421
Ba8Pt8O24,-2.2
Ba8Fe7Pt1O24,-1.698
Ba8Fe6Pt2O24,-1.726
Ba8Fe4Pt4O24,-1.671
Ba8Re8O24,-4.541
Ba8Fe7Re1O24,-2.123
Ba8Fe6Re2O24,-2.72
Ba8Fe4Re4O24,-3.427
Ba8Rh8O24,-2.073
Ba8Fe7Rh1O24,-1.733
Ba8Fe6Rh2O24,-1.737
Ba8Fe4Rh4O24,-1.842
Ba8Ru8O24,-2.764
Ba8Fe7Ru1O24,-1.783
Ba8Fe6Ru2O24,-1.852
Ba8Fe4Ru4O24,-1.923
Ba8Ta1Fe7O24,-1.84
Ba8Ta2Fe6O24,-2.17
Ba8Ta4Fe4O24,-2.097
Ba8Tc8O24,-3.576
Ba8Fe7Tc1O24,-2.061
Ba8Fe6Tc2O24,-2.305
Ba8Fe4Tc4O24,-2.729
Ba8Y8O24,-0.988
Ba8Zn8O24,-1.043
Ba8Zn1Fe7O24,-1.603
Ba8Zn2Fe6O24,-1.216
Ba8Zn4Fe4O24,-1.011
Ba8Zn6Fe2O24,-0.902
Ba8Zr8O24,-1.414
Ba8Zr1Fe7O24,-1.857
Ba8Zr2Fe6O24,-2.091
Ba8Zr3Fe5O24,-2.033
Ba8Zr6Fe2O24,-1.851
Ba8Fe8O24,-1.745
Ba8Zr6Fe1Co1O24,-1.745
Ba8Zr5Fe1Co2O24,-1.82
Ba8Zr3Fe1Co4O24,-1.88
Ba8Zr6Fe1Cu1O24,-1.66
Ba8Zr5Fe1Cu2O24,-1.091
Ba8Zr3Fe1Cu4O24,-1.131
Ba8Hf1Zr6Fe1O24,-1.656
Ba8Hf2Zr5Fe1O24,-1.634
Ba8Hf4Zr3Fe1O24,-1.629
Ba8Zr6Fe1Mo1O24,-3.211
Ba8Zr5Fe1Mo2O24,-3.361
Ba8Zr3Fe1Mo4O24,-3.59
Ba8Zr6Nb1Fe1O24,-3.018
Ba8Zr5Nb2Fe1O24,-3.526
Ba8Zr3Nb4Fe1O24,-3.873
Ba8Zr6Fe1Ni1O24,-1.706
Ba8Zr5Fe1Ni2O24,-1.357
Ba8Zr3Fe1Ni4O24,-1.245
Ba8Zr6Ta1Fe1O24,-2.394
Ba8Zr5Ta2Fe1O24,-3.876
Ba8Zr3Ta4Fe1O24,-4.414
Ba8Zr6Fe1W1O24,-3.734
Ba8Zr6Zn1Fe1O24,-1.25
Ba8Zr5Zn2Fe1O24,-0.96
Ba8Zr3Zn4Fe1O24,-0.92
Ba4Sr4Al8O24,-1.601
Ba4Sr4Al1Fe7O24,-1.906
Ba4Sr4Al2Fe6O24,-1.855
Ba4Sr4Al4Fe4O24,-1.491
Ba4Sr4Al6Fe2O24,-1.212
Ba4Sr4Cu8O24,-1.322
Ba4Sr4Fe7Cu1O24,-1.806
Ba4Sr4Fe6Cu2O24,-1.436
Ba4Sr4Fe4Cu4O24,-1.18
Ba4Sr4Fe2Cu6O24,-1.064
Ba4Sr4Ga8O24,-1.246
Ba4Sr4Ga1Fe7O24,-1.829
Ba4Sr4Ga2Fe6O24,-1.745
Ba4Sr4Ga6Fe2O24,-0.962
Ba4Sr4Zn8O24,-1.136
Ba4Sr4Zn1Fe7O24,-1.81
Ba4Sr4Zn4Fe4O24,-1.091
Ba4Sr4Zn6Fe2O24,-1.001
Ba2La6Co8O24,-2.955
Ba4La4Co8O24,-2.578
Ca2La6Co8O24,-3.015
Ca4La4Co8O24,-2.755
La6Dy2Co8O24,-3.309
La4Dy4Co8O24,-3.135
La6Gd2Co8O24,-3.31
La4Gd4Co8O24,-3.32
La6Ho2Co8O24,-3.273
La4Ho4Co8O24,-3.114
La6Nd2Co8O24,-3.27
La4Nd4Co8O24,-3.206
La6Sm2Co8O24,-3.273
La4Sm4Co8O24,-3.231
Sr2La6Co8O24,-3.016
Sr4La4Co8O24,-2.705
La8Cr1Co7O24,-3.356
La8Cr2Co6O24,-3.418
La8Fe1Co7O24,-3.297
La8Fe2Co6O24,-3.341
La8Mg1Co7O24,-3.108
La8Mg2Co6O24,-2.935
La8Mg4Co4O24,-2.524
La8Mn1Co7O24,-3.236
La8Mn2Co6O24,-3.313
La8Co7Ni1O24,-3.216
La8Co6Ni2O24,-3.163
La8Co4Ni4O24,-3.074
La8Co8O24,-3.178
Ba4La4Cr8O24,-3.193
Ca2La6Cr8O24,-3.539
Ca4La4Cr8O24,-3.308
La6Gd2Cr8O24,-4.075
La6Ho2Cr8O24,-4.344
La4Ho4Cr8O24,-3.958
La4Nd4Cr8O24,-3.988
La4Sm4Cr8O24,-3.965
La8Cr6Co2O24,-3.818
La8Cr4Co4O24,-3.719
La8Cr7Fe1O24,-3.893
La8Mg1Cr7O24,-3.571
La8Mn4Cr4O24,-3.875
La8Cr6Ni2O24,-3.454
La8Cr4Ni4O24,-3.209
La8Cr8O24,-4.382
Ba2La6Fe8O24,-3.515
Ba4La4Fe8O24,-2.939
Ca1La7Fe8O24,-3.697
Ca2La6Fe8O24,-3.619
Ca4La4Fe8O24,-3.106
La6Dy2Fe8O24,-3.881
La4Dy4Fe8O24,-3.758
La6Gd2Fe8O24,-3.87
La4Gd4Fe8O24,-3.832
La6Ho2Fe8O24,-3.857
La4Ho4Fe8O24,-3.761
La6Nd2Fe8O24,-3.904
La4Nd4Fe8O24,-3.794
La6Sm2Fe8O24,-3.874
La4Sm4Fe8O24,-3.781
Sr1La7Fe8O24,-3.702
Sr2La6Fe8O24,-3.59
Sr4La4Fe8O24,-3.159
La8Fe7Co1O24,-3.784
La8Fe6Co2O24,-3.641
La8Fe4Co4O24,-3.344
La8Cr1Fe7O24,-3.628
La8Cr2Fe6O24,-3.665
La8Mg1Fe7O24,-3.614
La8Mg2Fe6O24,-3.586
La8Mg4Fe4O24,-3.279
La8Mn1Fe7O24,-3.715
La8Mn2Fe6O24,-3.877
La8Mn4Fe4O24,-4.007
La8Fe7Ni1O24,-3.738
La8Fe6Ni2O24,-3.391
La8Fe4Ni4O24,-3.228
La8Fe8O24,-3.918
Ba2La6Ga8O24,-1.88
Ba4La4Ga8O24,-1.748
Ca2La6Ga8O24,-1.826
Ca4La4Ga8O24,-1.679
La6Dy2Ga8O24,-2.126
La4Dy4Ga8O24,-1.889
La6Gd2Ga8O24,-2.127
La4Gd4Ga8O24,-2.056
La6Ho2Ga8O24,-2.137
La4Ho4Ga8O24,-1.879
La6Nd2Ga8O24,-2.109
La4Nd4Ga8O24,-1.847
La6Sm2Ga8O24,-2.12
La4Sm4Ga8O24,-1.831
Sr2La6Ga8O24,-1.855
Sr4La4Ga8O24,-1.748
La8Ga7Co1O24,-3.318
La8Ga6Co2O24,-3.379
La8Ga4Co4O24,-3.414
La8Cr1Ga7O24,-3.702
La8Cr2Ga6O24,-3.815
La8Mn4Ga4O24,-3.882
La8Ga7Fe1O24,-3.094
La8Ga4Fe4O24,-3.977
La8Mg1Ga7O24,-1.838
La8Mg2Ga6O24,-1.773
La8Mg4Ga4O24,-1.671
La8Mn1Ga7O24,-4.821
La8Mn2Ga6O24,-4.069
La8Ga7Ni1O24,-3.125
La8Ga6Ni2O24,-3.168
La8Ga4Ni4O24,-3.132
La8Ga8O24,-2.136
Ba2La6Mn8O24,-3.667
Ca2La6Mn8O24,-3.765
Ca4La4Mn8O24,-3.28
La6Dy2Mn8O24,-4.019
La4Dy4Mn8O24,-3.928
La6Gd2Mn8O24,-4.02
La4Gd4Mn8O24,-4.006
La6Ho2Mn8O24,-4.001
La6Nd2Mn8O24,-4.025
La4Nd4Mn8O24,-3.921
La6Sm2Mn8O24,-4.016
La4Sm4Mn8O24,-3.934
Sr2La6Mn8O24,-3.74
Sr3La5Mn8O24,-3.384
Sr4La4Mn8O24,-3.137
La8Mn7Co1O24,-3.973
La8Mn6Co2O24,-3.875
La8Mn4Co4O24,-3.493
La8Mn7Cr1O24,-4.036
La8Mn6Cr2O24,-4.002
La8Mn7Fe1O24,-4.034
La8Mn6Fe2O24,-3.866
La8Mg1Mn7O24,-3.928
La8Mg2Mn6O24,-3.921
La8Mg4Mn4O24,-2.468
La8Mn7Ni1O24,-4.029
La8Mn6Ni2O24,-3.894
La8Mn4Ni4O24,-3.053
La8Mn8O24,-4.046
Ba2La6Ni8O24,-2.446
Ba4La4Ni8O24,-1.93
Ca2La6Ni8O24,-2.603
Ca4La4Ni8O24,-2.177
La6Dy2Ni8O24,-2.945
La4Dy4Ni8O24,-2.831
La6Gd2Ni8O24,-2.943
La6Ho2Ni8O24,-2.953
La4Ho4Ni8O24,-2.862
La6Nd2Ni8O24,-2.886
La4Nd4Ni8O24,-2.711
La6Sm2Ni8O24,-2.91
La4Sm4Ni8O24,-2.739
Sr2La6Ni8O24,-2.538
Sr4La4Ni8O24,-1.95
La8Co1Ni7O24,-2.944
La8Co2Ni6O24,-3.003
La8Cr1Ni7O24,-3.089
La8Cr2Ni6O24,-3.191
La8Fe1Ni7O24,-3.044
La8Fe2Ni6O24,-3.224
La8Mg1Ni7O24,-2.773
La8Mg2Ni6O24,-2.645
La8Mg4Ni4O24,-2.1
La8Mn1Ni7O24,-3.002
La8Mn2Ni6O24,-3.029
La8Ni8O24,-2.88
Ba2La6Sc8O24,-1.452
Ba4La4Sc8O24,-1.436
Ca2La6Sc8O24,-1.405
Ca4La4Sc8O24,-1.361
La6Dy2Sc8O24,-1.727
La4Dy4Sc8O24,-1.657
La6Gd2Sc8O24,-1.717
La4Gd4Sc8O24,-1.714
La6Ho2Sc8O24,-1.73
La4Ho4Sc8O24,-1.676
La6Nd2Sc8O24,-1.703
La4Nd4Sc8O24,-1.636
La6Sm2Sc8O24,-1.706
La4Sm4Sc8O24,-1.642
Sr2La6Sc8O24,-1.419
Sr4La4Sc8O24,-1.387
La8Sc7Co1O24,-2.865
La8Sc6Co2O24,-3.037
La8Sc4Co4O24,-3.291
La8Sc7Cr1O24,-3.296
La8Sc6Cr2O24,-3.457
La8Sc4Cr4O24,-3.764
La8Sc7Fe1O24,-3.591
La8Sc6Fe2O24,-3.685
La8Sc4Fe4O24,-3.913
La8Mg1Sc7O24,-1.455
La8Mg2Sc6O24,-1.457
La8Mg4Sc4O24,-1.447
La8Sc7Mn1O24,-3.639
La8Sc6Mn2O24,-3.721
La8Sc4Mn4O24,-3.573
La8Sc7Ni1O24,-2.634
La8Sc6Ni2O24,-2.766
La8Sc4Ni4O24,-2.938
La8Sc8O24,-1.716
Ba2La6Ti8O24,-5.215
Ba4La4Ti8O24,-4.87
Ca2La6Ti8O24,-5.289
Ca4La4Ti8O24,-5.013
La6Dy2Ti8O24,-5.496
La4Dy4Ti8O24,-5.385
La6Gd2Ti8O24,-5.465
La4Gd4Ti8O24,-5.447
La6Ho2Ti8O24,-5.478
La4Ho4Ti8O24,-5.374
La6Nd2Ti8O24,-5.463
La4Nd4Ti8O24,-5.511
La6Sm2Ti8O24,-5.481
La4Sm4Ti8O24,-5.498
Sr2La6Ti8O24,-5.269
Sr4La4Ti8O24,-4.984
La8Ti7Co1O24,-5.244
La8Ti6Co2O24,-5.006
La8Ti4Co4O24,-3.668
La8Ti7Cr1O24,-5.436
La8Ti6Cr2O24,-5.407
La8Ti4Cr4O24,-5.227
La8Ti7Fe1O24,-5.296
La8Ti6Fe2O24,-5.118
La8Ti4Fe4O24,-4.637
La8Mg1Ti7O24,-5.299
La8Mg2Ti6O24,-5.085
La8Mg4Ti4O24,-1.865
La8Ti7Mn1O24,-5.294
La8Ti6Mn2O24,-5.082
La8Ti4Mn4O24,-4.201
La8Ti7Ni1O24,-5.235
La8Ti6Ni2O24,-4.99
La8Ti4Ni4O24,-3.156
La8Ti8O24,-5.48
Ba2La6V8O24,-4.538
Ba4La4V8O24,-4.233
Ca2La6V8O24,-4.584
Ca4La4V8O24,-4.342
La6Dy2V8O24,-4.717
La4Dy4V8O24,-4.667
La6Gd2V8O24,-4.786
La4Gd4V8O24,-4.699
La6Ho2V8O24,-4.695
La4Ho4V8O24,-4.678
La6Nd2V8O24,-4.722
La6Sm2V8O24,-4.725
La4Sm4V8O24,-4.662
Sr2La6V8O24,-4.598
Sr4La4V8O24,-4.377
La8V7Co1O24,-4.634
La8V6Co2O24,-4.482
La8V4Co4O24,-4.144
La8V7Cr1O24,-4.752
La8V6Cr2O24,-4.693
La8V4Cr4O24,-4.6
La8V7Fe1O24,-4.692
La8V6Fe2O24,-4.643
La8V4Fe4O24,-4.522
La8Mg1V7O24,-4.622
La8Mg2V6O24,-4.425
La8Mg4V4O24,-4.066
La8Mn1V7O24,-4.63
La8Mn2V6O24,-4.456
La8Mn4V4O24,-4.253
La8V7Ni1O24,-4.614
La8V6Ni2O24,-4.407
La8V4Ni4O24,-4.093
Sr1La7Mg2Ga6O24,-1.744
Ba4Ce4Mn8O24,-3.219
Ba4Dy4Mn8O24,-2.344
Ba4Er4Mn8O24,-2.345
Ba4Gd4Mn8O24,-2.534
Ba4Ho4Mn8O24,-2.345
Ba4La4Mn8O24,-2.705
Ba4Nd4Mn8O24,-2.24
Ba4Pr4Mn8O24,-2.309
Ba4Sm4Mn8O24,-2.267
Ba4Y4Mn8O24,-2.334
Ba4Pr4Mn6Co2O24,-2.21
Ba4Pr4Mn6Cu2O24,-2.008
Ba4Pr4Mn6Fe2O24,-2.456
Ba4Pr4Mn6Ni2O24,-2.084
Ba4Sr4Fe2Co5Nb1O24,-1.963
Ba4Sr4Fe2Co5Y1O24,-1.793
Ba4Sr4Fe2Co5Zr1O24,-1.798
Ba4Sr4Fe2Co6O24,-1.849
Ba4Sr4Nb1Fe7O24,-2.114
Ba4Sr4Zn2Fe6O24,-1.338
Ba8Fe3Co3Zr2O24,-1.825
Ba8Fe3Co3Y1Zr1O24,-1.594
Ba7Cd1Hf1Zr6Fe1O24,-1.62
Ba6Cd2Hf1Zr6Fe1O24,-1.876
Ba4Cd4Hf1Zr6Fe1O24,-1.72
Ba7Sn1Hf1Zr6Fe1O24,-1.575
Ba6Sn2Hf1Zr6Fe1O24,-2.13
Ba4Sn4Hf1Zr6Fe1O24,-1.886
Ba7Bi1Fe8O24,-1.934
Ba6Bi2Fe8O24,-2.013
Ba4Bi4Fe8O24,-2.35
Ba7Cd1Fe8O24,-1.825
Ba6Cd2Fe8O24,-1.849
Ba4Cd4Fe8O24,-1.909
Ba7Sn1Fe8O24,-1.884
Ba6Sn2Fe8O24,-1.94
Ba4Sn4Fe8O24,-1.912
Ba7Bi1Zr7Fe1O24,-1.856
Ba6Bi2Zr7Fe1O24,-3.506
Ba4Bi4Zr7Fe1O24,-3.153
Ba7Cd1Zr7Fe1O24,-1.651
Ba6Cd2Zr7Fe1O24,-1.489
Ba4Cd4Zr7Fe1O24,-1.453
Ba7Sn1Zr7Fe1O24,-1.597
Ba6Sn2Zr7Fe1O24,-1.474
Ba4Sn4Zr7Fe1O24,-1.865
Bi4Sr4Fe8O24,-2.661
Bi1Ba3Sr4Fe2Co6O24,-1.963
Bi2Ba2Sr4Fe2Co6O24,-2.083
Bi4Sr4Fe2Co6O24,-2.193
La2Sr6Cr2Fe6O24,-2.779
Ba6La2Mn2Fe6O24,-2.294
Ba6La2Mn2Zr1Fe5O24,-2.343
Ba8Fe2Nb1Co5O24,-1.958
Ba8Cr8O24,-2.322
Ba8Ti8O24,-1.876
Ba8V8O24,-3.244
Ca8Cr8O24,-2.745
Ca8Ti8O24,-1.754
Ca8V8O24,-3.851
Sr8Cr8O24,-2.712
Sr8Ti8O24,-2.097
Ba4Gd4Co8O24,-2.395
Ba6La2Fe6Co2O24,-2.27
La5Ca3Fe6Co2O24,-3.191
La5Sr3Fe6Co2O24,-3.212
La5Sr3Co6Fe2O24,-2.935
La5Sr3Fe6Cu2O24,-2.993
Ba6Bi1La1Fe8O24,-2.188
Ba5Bi2La1Fe8O24,-2.382
Ba3Bi4La1Fe8O24,-2.753
Ba6Cd1La1Fe8O24,-2.137
Ba5Cd2La1Fe8O24,-2.214
Ba3Cd4La1Fe8O24,-2.2
Ba6Sn1La1Fe8O24,-2.145
Ba5Sn2La1Fe8O24,-2.151
Ba3Sn4La1Fe8O24,-2.771
Ba3Bi1Pr4Co8O24,-2.205
Ba2Bi2Pr4Co8O24,-2.318
Bi4Pr4Co8O24,-2.314
Ba3Cd1Pr4Ni8O24,-1.386
Ba2Cd2Pr4Ni8O24,-1.368
Cd4Pr4Ni8O24,-1.381
Ba3Sn1Pr4Ni8O24,-1.615
Ba2Sn2Pr4Ni8O24,-1.906
Sn4Pr4Ni8O24,-2.321
Sr8Fe2Co6O24,-2.015
Sr8Nb1Fe7O24,-2.338
Sr8Sc2Co6O24,-1.757
Pr1Ba1Ba1Pr1Ba1Pr1Pr1Ba1Hf6Fe2O24,-3.347
Pr1Ba1Ba1Pr1Ba1Pr1Pr1Ba1Hf7Fe1O24,-4.996
Pr1Ba1Ba1Pr1Ba1Pr1Pr1Ba1Ta7Co1O24,-5.285
Pr1Ba1Ba1Pr1Ba1Pr1Pr1Ba1Zr6Fe2O24,-3.277
Pr1Ba1Ba1Pr1Ba1Pr1Pr1Ba1Zr7Fe1O24,-4.73
Pr1Ba1Ba1Pr1Ba1Pr1Pr1Ba1Hf4Fe4O24,-3.366
Pr1Ba1Ba1Pr1Ba1Pr1Pr1Ba1Zr4Fe4O24,-4.33
